Name,Start,End,Open,High,Low,Close,Volume,Market Cap
Ethereum,7/13/2022,7/14/2022,1041.4937,1122.3607,1027.204287,1122.3607,27991844408.89,130300605137.93
Ethereum,7/12/2022,7/13/2022,1106.729634,1106.729634,1041.39102,1041.39102,22624625941.33,130853539895.80
Ethereum,7/11/2022,7/12/2022,1175.965972,1182.1782,1101.245826,1102.093695,20335328192.00,139820260718.54
Ethereum,7/10/2022,7/11/2022,1222.185401,1229.368578,1162.470745,1177.649503,16618974752.00,144597728340.50
Ethereum,7/9/2022,7/10/2022,1222.001238,1240.3202,1213.4956,1235.52515,23189467064.89,148905367041.55
Ethereum,7/8/2022,7/9/2022,1247.103757,1275.0164,1204.677905,1239.227642,31799601437.44,150820926578.43
Ethereum,7/7/2022,7/8/2022,1191.386285,1260.289553,1170.1369,1245.345109,27355582592.00,146479360698.31
Ethereum,7/6/2022,7/7/2022,1139.118762,1206.9389,1120.7566,1196.153206,30791107583.09,139430848923.67
Ethereum,7/5/2022,7/6/2022,1155.2573,1176.730477,1085.521324,1139.155915,29154314261.48,138268747897.77
Ethereum,7/4/2022,7/5/2022,1081.6856,1164.3997,1051.3719,1158.1628,19456842912.00,132990424467.72
Ethereum,7/3/2022,7/4/2022,1070.315094,1094.1404,1048.3995,1083.1197,15787262478.22,129675710711.97
Ethereum,7/2/2022,7/3/2022,1062.563525,1082.016197,1036.183956,1072.770535,22044447196.44,128577868996.13
Ethereum,7/1/2022,7/2/2022,1073.686462,1106.5238,1044.6455,1071.643644,35559509660.44,130004404233.35
Ethereum,6/30/2022,7/1/2022,1103.895,1109.533,1012.830982,1071.816293,29618717489.78,127637935456.48
Ethereum,6/29/2022,6/30/2022,1148.0614,1161.837263,1093.4198,1101.1178,27135989253.35,136954609540.03
Ethereum,6/28/2022,6/29/2022,1197.904507,1240.059581,1145.2878,1147.729,25052082638.22,145214769322.86
Ethereum,6/27/2022,6/28/2022,1205.8617,1245.897804,1186.215586,1202.7,24295839580.44,147642750959.77
Ethereum,6/26/2022,6/27/2022,1248.067063,1284.6642,1204.447,1204.447,23158357536.00,150581973667.32
Ethereum,6/25/2022,6/26/2022,1230.390778,1259.9276,1187.1993,1252.329273,29037533184.00,148265867329.15
Ethereum,6/24/2022,6/25/2022,1149.156,1250.146941,1138.6749,1241.881626,31774249685.33,144340572154.09
Ethereum,6/23/2022,6/24/2022,1057.690207,1157.7644,1056.524667,1149.4405,29923908337.78,134490820435.79
Ethereum,6/22/2022,6/23/2022,1134.108596,1134.108596,1052.727333,1055.50233,29379230300.44,132482832509.10
Ethereum,6/21/2022,6/22/2022,1132.7445,1194.8579,1116.707084,1130.7133,35559221620.36,139410372544.02
Ethereum,6/20/2022,6/21/2022,1132.8838,1165.3526,1067.050251,1141.6753,43042361969.78,134761406030.27
Ethereum,6/19/2022,6/20/2022,1000.821,1151.3764,946.3026352,1131.4833,48424583310.22,125367020636.70
Ethereum,6/18/2022,6/19/2022,1093.1285,1102.8297,897.0112056,999.8306,30554862520.89,122856483940.00
Ethereum,6/17/2022,6/18/2022,1072.133,1118.707,1061.916299,1091.9019,35704587128.89,132514958768.34
Ethereum,6/16/2022,6/17/2022,1241.454354,1257.035329,1058.9442,1071.8412,58699222597.57,139381851940.05
Ethereum,6/15/2022,6/16/2022,1216.3363,1238.68759,1022.675017,1236.427192,58263423445.33,138613968716.83
Ethereum,6/14/2022,6/15/2022,1209.600814,1257.315669,1098.582781,1219.0641,79186706417.63,145569711970.07
Ethereum,6/13/2022,6/14/2022,1446.288167,1458.982907,1181.3227,1211.1208,72609564686.32,154882688896.09
Ethereum,6/12/2022,6/13/2022,1539.1446,1554.4773,1443.3148,1453.17915,46614410993.78,180561519779.14
Ethereum,6/11/2022,6/12/2022,1673.366383,1699.8555,1517.089826,1539.5003,37880931086.22,194885984345.28
Ethereum,6/10/2022,6/11/2022,1799.73866,1827.881947,1672.2001,1676.316831,27751559708.44,212870707732.59
Ethereum,6/9/2022,6/10/2022,1803.317294,1847.237097,1789.882735,1800.684784,25759760118.12,219635762207.16
Ethereum,6/8/2022,6/9/2022,1823.3981,1847.357598,1781.9471,1803.553038,39977175184.23,220030435472.14
Ethereum,6/7/2022,6/8/2022,1881.2685,1883.7787,1739.4655,1829.2034,38037738339.56,217047070748.21
Ethereum,6/6/2022,6/7/2022,1819.086978,1935.903815,1819.086978,1871.375701,26476270936.89,229021583766.66
Ethereum,6/5/2022,6/6/2022,1834.507594,1854.9221,1789.803626,1815.393355,15356599601.78,219935424736.62
Ethereum,6/4/2022,6/5/2022,1795.281447,1838.338002,1760.395721,1822.509911,21736441543.11,216543481168.60
Ethereum,6/3/2022,6/4/2022,1850.402662,1862.8379,1759.787387,1788.887081,28622626581.33,218333095768.63
Ethereum,6/2/2022,6/3/2022,1830.217022,1866.887226,1802.691176,1850.316376,37556545564.44,222181028598.42
Ethereum,6/1/2022,6/2/2022,1956.342982,1981.389159,1788.389847,1837.224481,32242294151.64,231576440051.21
Ethereum,5/31/2022,6/1/2022,2008.0673,2016.586586,1943.853823,1964.277389,34403463729.78,239875018668.04
Ethereum,5/30/2022,5/31/2022,1821.1235,2023.6897,1815.693115,2011.8934,26197168607.78,232335012001.81
Ethereum,5/29/2022,5/30/2022,1814.62853,1841.465449,1775.7517,1827.2122,18532626119.11,218961820855.47
Ethereum,5/28/2022,5/29/2022,1733.168435,1822.1433,1733.168435,1818.077892,32093727921.78,215764688673.76
Ethereum,5/27/2022,5/28/2022,1809.4888,1828.199913,1729.0918,1733.782607,46593465770.67,214592983638.98
Ethereum,5/26/2022,5/27/2022,1955.9631,1984.10812,1772.038405,1820.733966,31938422684.44,228503387626.27
Ethereum,5/25/2022,5/26/2022,1992.1097,2035.3178,1957.7253,1958.134721,24420884913.78,240236547736.37
Ethereum,5/24/2022,5/25/2022,1991.824392,2012.0014,1939.3116,1988.8964,26343086855.11,240128775034.25
Ethereum,5/23/2022,5/24/2022,2061.146944,2102.568937,1975.496405,1992.811133,22851228878.94,248708432463.32
Ethereum,5/22/2022,5/23/2022,1995.853839,2066.098943,1980.1965,2065.544773,15038124330.67,244253923700.47
Ethereum,5/21/2022,5/22/2022,1981.411791,2015.449916,1957.7459,2000.331522,22812438293.33,240319858641.24
Ethereum,5/20/2022,5/21/2022,2039.065838,2074.8232,1946.9523,1985.743912,30493566165.33,243866167039.79
Ethereum,5/19/2022,5/20/2022,1929.1163,2046.025573,1922.7377,2041.142403,32641303838.43,240141298213.38
Ethereum,5/18/2022,5/19/2022,2107.876242,2120.682435,1931.41,1932.2717,27132605629.10,244861557048.47
Ethereum,5/17/2022,5/18/2022,2031.37839,2119.266622,2024.697309,2107.521593,25815361144.89,250404341000.00
Ethereum,5/16/2022,5/17/2022,2147.945165,2147.945165,1995.641201,2032.479308,24109528206.22,247091332938.33
Ethereum,5/15/2022,5/16/2022,2058.8749,2154.3462,2009.85157,2152.196458,18953485528.89,249741880517.84
Ethereum,5/14/2022,5/15/2022,2012.0259,2066.863467,1956.786013,2062.2008,27245265528.89,244100160847.58
Ethereum,5/13/2022,5/14/2022,1958.5821,2141.5723,1944.4588,2009.0528,51155420174.22,250620530629.46
Ethereum,5/12/2022,5/13/2022,2076.2308,2180.2381,1763.3276,1967.9552,76188638848.00,235933942921.74
Ethereum,5/11/2022,5/12/2022,2344.8802,2447.430374,2031.489243,2077.2963,58673029305.53,275651132950.05
Ethereum,5/10/2022,5/11/2022,2239.565182,2454.3536,2210.412169,2345.8123,66000267207.11,284989942500.71
Ethereum,5/9/2022,5/10/2022,2523.537496,2530.1183,2243.031637,2258.003467,38118695661.97,289669504878.66
Ethereum,5/8/2022,5/9/2022,2639.7191,2642.367858,2502.067,2513.908346,27735353642.67,308667938429.78
Ethereum,5/7/2022,5/8/2022,2697.7517,2701.7974,2602.2619,2644.9258,23775022823.11,323439675260.68
Ethereum,5/6/2022,5/7/2022,2751.9133,2757.209701,2648.615425,2699.8252,35827804572.44,327568655126.91
Ethereum,5/5/2022,5/6/2022,2943.6787,2953.0716,2704.426051,2752.9804,28859075223.64,345567655687.26
Ethereum,5/4/2022,5/5/2022,2784.916796,2962.5856,2781.024807,2944.097021,22697061057.83,344551274393.37
Ethereum,5/3/2022,5/4/2022,2859.943528,2862.985216,2765.57841,2786.853136,24878253084.44,340949914175.05
Ethereum,5/2/2022,5/3/2022,2829.069,2874.807469,2793.8178,2860.25439,25575277753.82,342229475898.91
Ethereum,5/1/2022,5/2/2022,2734.908739,2841.3868,2734.908739,2831.7863,23559751092.76,335408645528.38
Ethereum,4/30/2022,5/1/2022,2820.833804,2841.5676,2732.4181,2737.425486,24933748195.56,339655822766.82
Ethereum,4/29/2022,4/30/2022,2940.3813,2948.356716,2785.5244,2817.726674,30590870236.44,346669495958.34
Ethereum,4/28/2022,4/29/2022,2892.4452,2977.649125,2865.9869,2938.5451,28783281875.24,351894358306.66
Ethereum,4/27/2022,4/28/2022,2814.8725,2914.1693,2811.2782,2893.559731,33208244913.78,345795593750.73
Ethereum,4/26/2022,4/27/2022,3009.6142,3028.896126,2785.867643,2807.123042,31751980586.67,354923101338.51
Ethereum,4/25/2022,4/26/2022,2928.665418,3023.6947,2810.2063,3012.940144,27844104916.29,349190501837.76
Ethereum,4/24/2022,4/25/2022,2941.0767,2967.547067,2925.3916,2928.560607,12625181187.56,355363606583.76
Ethereum,4/23/2022,4/24/2022,2968.0086,2980.159564,2928.9519,2942.9099,20367053272.89,357154270396.20
Ethereum,4/22/2022,4/23/2022,2990.015,3027.8229,2946.740744,2972.3624,33543664532.59,360406287654.82
Ethereum,4/21/2022,4/22/2022,3083.14093,3179.7554,2963.802813,2994.3645,28040145400.89,372341793247.74
Ethereum,4/20/2022,4/21/2022,3106.9042,3164.5756,3048.144686,3083.57579,24373213590.75,373124632482.07
Ethereum,4/19/2022,4/20/2022,3060.3374,3129.8074,3041.1774,3111.4076,28521931636.85,370568930350.84
Ethereum,4/18/2022,4/19/2022,2997.2418,3068.774,2900.591038,3064.8061,25849521738.67,357141913332.30
Ethereum,4/17/2022,4/18/2022,3062.7604,3085.402679,2993.2429,2998.1528,14763718400.00,367482634341.29
Ethereum,4/16/2022,4/17/2022,3047.5085,3077.3551,3019.6113,3064.2317,15160119968.00,366423416035.63
Ethereum,4/15/2022,4/16/2022,3025.38363,3048.986214,3004.1751,3047.2329,23006111150.22,365121923073.25
Ethereum,4/14/2022,4/15/2022,3122.8519,3148.2826,2989.8922,3025.707533,26582297731.28,370003513059.22
Ethereum,4/13/2022,4/14/2022,3036.10395,3134.407,3013.2999,3124.1736,30500782667.19,369784378132.84
Ethereum,4/12/2022,4/13/2022,2986.587013,3086.3396,2962.991067,3042.067412,37747924257.49,363906850245.88
Ethereum,4/11/2022,4/12/2022,3206.7931,3216.9408,2966.0036,2986.513994,29636449065.00,372748989306.28
Ethereum,4/10/2022,4/11/2022,3268.050935,3268.050935,3268.050935,3268.050935,17648769024.00,393188103599.13
Ethereum,4/9/2022,4/10/2022,3197.9921,3266.452679,3190.7633,3266.452679,25321252828.44,387784853193.19
Ethereum,4/8/2022,4/9/2022,3233.109855,3310.757896,3181.8331,3197.0275,28615327308.71,392040259471.39
Ethereum,4/7/2022,4/8/2022,3173.681729,3268.7389,3154.078973,3238.589493,36511988864.00,387187877972.66
Ethereum,4/6/2022,4/7/2022,3411.694262,3411.694262,3174.955628,3174.955628,37579667120.61,396515992437.08
Ethereum,4/5/2022,4/6/2022,3522.454431,3551.948457,3416.294949,3416.294949,27999827143.11,420122679199.81
Ethereum,4/4/2022,4/5/2022,3523.096957,3540.471,3425.088093,3521.983463,28208979399.11,419276219688.79
Ethereum,4/3/2022,4/4/2022,3444.198983,3573.3175,3423.292214,3520.924141,28103429518.22,419754998643.84
Ethereum,4/2/2022,4/3/2022,3456.4658,3526.407952,3442.77844,3442.77844,37472480597.33,418513591389.83
Ethereum,4/1/2022,4/2/2022,3285.492609,3473.542354,3228.196331,3452.560035,34345837122.01,402195742810.59
Ethereum,3/31/2022,4/1/2022,3387.408869,3442.900174,3273.10264,3287.191517,24315855326.10,404829678034.04
Ethereum,3/30/2022,3/31/2022,3404.908873,3445.591615,3343.04812,3389.656688,28170767239.11,407871610868.97
Ethereum,3/29/2022,3/30/2022,3336.272801,3476.4987,3336.272801,3408.382378,30811204579.56,410022852889.96
Ethereum,3/28/2022,3/29/2022,3294.195743,3429.982601,3282.243035,3330.982326,27477202773.33,402544105598.98
Ethereum,3/27/2022,3/28/2022,3149.463637,3292.163107,3134.184254,3290.474862,14160547217.78,381267234450.45
Ethereum,3/26/2022,3/27/2022,3107.888314,3152.8764,3093.937691,3148.620544,20321615182.22,375363250019.60
Ethereum,3/25/2022,3/26/2022,3115.563195,3191.0562,3092.8711,3110.01862,27651764586.67,376208787331.72
Ethereum,3/24/2022,3/25/2022,3034.650592,3124.490856,3016.5056,3112.869496,26185802972.44,368345793210.18
Ethereum,3/23/2022,3/24/2022,2971.953643,3035.693872,2934.302387,3032.374626,22252975792.61,357034796913.03
Ethereum,3/22/2022,3/23/2022,2897.019513,3045.887236,2892.210348,2975.12356,26056952661.33,359758073182.11
Ethereum,3/21/2022,3/22/2022,2865.824096,2959.0131,2839.67706,2899.602026,19877094901.33,347893273420.86
Ethereum,3/20/2022,3/21/2022,2950.245385,2962.4472,2832.041616,2867.028428,17790052778.67,348174816032.93
Ethereum,3/19/2022,3/20/2022,2941.942866,2979.017021,2915.253635,2946.0871,22101064704.00,354142742535.74
Ethereum,3/18/2022,3/19/2022,2822.085396,2978.675,2779.522537,2946.02773,21138622396.44,342203959367.41
Ethereum,3/17/2022,3/18/2022,2778.745613,2833.93253,2754.1739,2822.037814,24026359953.78,334880886498.85
Ethereum,3/16/2022,3/17/2022,2620.790469,2791.834541,2613.688283,2779.266016,22942450328.89,322557695089.24
Ethereum,3/15/2022,3/16/2022,2596.259656,2667.334034,2518.64818,2623.920012,17829431089.78,309124385792.89
Ethereum,3/14/2022,3/15/2022,2522.281257,2613.1585,2508.3859,2598.469708,16265850392.89,308040390183.75
Ethereum,3/13/2022,3/14/2022,2577.750542,2615.2419,2512.5811,2521.087426,10640645864.89,309775291584.85
Ethereum,3/12/2022,3/13/2022,2566.191612,2615.029,2566.191612,2584.040254,15228387212.44,310925663983.56
Ethereum,3/11/2022,3/12/2022,2617.918276,2674.405479,2535.223,2564.665902,19237647114.67,310495894802.04
Ethereum,3/10/2022,3/11/2022,2732.053927,2736.050623,2577.544071,2612.812553,21561721763.56,314434458890.50
Ethereum,3/9/2022,3/10/2022,2588.655843,2773.981643,2578.262341,2737.208499,24474104832.00,325793355635.65
Ethereum,3/8/2022,3/9/2022,2503.103464,2625.763,2498.434803,2585.452903,23721453504.00,307508367580.98
Ethereum,3/7/2022,3/8/2022,2569.549526,2644.386942,2458.17772,2503.16429,17797825340.44,305445070285.49
Ethereum,3/6/2022,3/7/2022,2676.7601,2689.4531,2561.7422,2565.707897,12411206368.00,316738940264.68
Ethereum,3/5/2022,3/6/2022,2629.957405,2691.8042,2608.021144,2677.936768,18990932485.51,317557129524.36
Ethereum,3/4/2022,3/5/2022,2852.993744,2852.993744,2595.710458,2626.627689,21749493537.24,325057167479.74
Ethereum,3/3/2022,3/4/2022,2963.764412,2980.45248,2805.653258,2853.323399,22524687192.31,347007626162.09
Ethereum,3/2/2022,3/3/2022,2983.4188,3049.816466,2929.507475,2954.231783,28155179555.56,357084750977.10
Ethereum,3/1/2022,3/2/2022,2931.7687,3042.9525,2885.6934,2980.1923,30933609287.11,353270922981.21
Ethereum,2/28/2022,3/1/2022,2635.760611,2946.428757,2593.76538,2938.1166,26591377329.78,325795621466.47
Ethereum,2/27/2022,2/28/2022,2792.1015,2846.128517,2594.959903,2635.913673,18528048650.67,328540758488.98
Ethereum,2/26/2022,2/27/2022,2770.631716,2857.132944,2754.0076,2784.8057,23993767608.89,335238761873.46
Ethereum,2/25/2022,2/26/2022,2601.791716,2830.489521,2581.217585,2770.492844,30941965461.33,319312526345.92
Ethereum,2/24/2022,2/25/2022,2591.126219,2694.7542,2313.82226,2598.893303,28182890062.22,295324428973.95
Ethereum,2/23/2022,2/24/2022,2640.4628,2754.0263,2592.31758,2600.927487,20045765536.00,320074749865.05
Ethereum,2/22/2022,2/23/2022,2579.544872,2654.1101,2512.577567,2644.6942,25153610176.00,309418376752.95
Ethereum,2/21/2022,2/22/2022,2634.33081,2755.1098,2573.775074,2573.775074,18522682040.89,321624812686.76
Ethereum,2/20/2022,2/21/2022,2768.927315,2772.2785,2591.459327,2637.055031,14951276362.67,318859485558.20
Ethereum,2/19/2022,2/20/2022,2788.020721,2833.302295,2711.427666,2769.437357,18514676433.78,332572025025.07
Ethereum,2/18/2022,2/19/2022,2891.9721,2942.3693,2764.8907,2790.531296,21438118112.78,342866915255.59
Ethereum,2/17/2022,2/18/2022,3126.4848,3155.2644,2862.955552,2884.361,20353951651.56,362121637009.70
Ethereum,2/16/2022,2/17/2022,3181.9594,3187.5958,3055.8564,3129.9013,18818804646.80,374253837596.30
Ethereum,2/15/2022,2/16/2022,2938.568608,3185.112738,2915.719913,3179.9854,19834285770.67,367647600334.90
Ethereum,2/14/2022,2/15/2022,2877.0377,2958.758714,2848.035949,2935.178633,15487090307.14,346427321956.03
Ethereum,2/13/2022,2/14/2022,2920.9481,2950.0177,2853.969228,2890.3408,15399377852.44,348594645958.82
Ethereum,2/12/2022,2/13/2022,2934.972,2980.721942,2870.1907,2911.9484,20355416256.00,350353080331.51
Ethereum,2/11/2022,2/12/2022,3074.640969,3130.099368,2888.4834,2933.0463,25198476152.89,365320155841.74
Ethereum,2/10/2022,2/11/2022,3246.8971,3275.1346,3068.224441,3076.214834,20885131431.11,381069125565.98
Ethereum,2/9/2022,2/10/2022,3118.414183,3264.4265,3061.0133,3239.4858,20890519217.78,377153184923.35
Ethereum,2/8/2022,2/9/2022,3140.523217,3224.561798,3033.627625,3122.997802,22725888988.44,371952319266.40
Ethereum,2/7/2022,2/8/2022,3055.882417,3186.4624,2994.405501,3148.51983,17695866744.89,369924442545.22
Ethereum,2/6/2022,2/7/2022,3020.0692,3059.324549,2971.9124,3051.908917,14038595022.22,359407051031.43
Ethereum,2/5/2022,2/6/2022,2991.668105,3058.2666,2967.5512,3018.1714,24305494229.33,360046729863.41
Ethereum,2/4/2022,2/5/2022,2690.9014,2987.920256,2677.474286,2987.920256,21792889333.33,338456825805.11
Ethereum,2/3/2022,2/4/2022,2681.9238,2714.3062,2588.173383,2672.9835,20149039189.33,316045646316.37
Ethereum,2/2/2022,2/3/2022,2793.2257,2807.053649,2632.181311,2678.3973,17227720252.44,327141368348.87
Ethereum,2/1/2022,2/2/2022,2689.116436,2805.341025,2683.2284,2799.5787,19492302478.22,328910614125.46
Ethereum,1/31/2022,2/1/2022,2605.5429,2699.2795,2492.282286,2689.512101,18380646346.67,308666161908.59
Ethereum,1/30/2022,1/31/2022,2602.61718,2634.673457,2551.231646,2608.2808,19499216650.67,310265547913.43
Ethereum,1/29/2022,1/30/2022,2548.5067,2629.5541,2527.844456,2598.4454,25683150954.67,306200052521.05
Ethereum,1/28/2022,1/29/2022,2424.03063,2551.123,2372.182345,2549.8198,24445587932.44,291652895022.73
Ethereum,1/27/2022,1/28/2022,2466.030388,2513.429474,2326.7222,2428.660073,27014150272.00,289773379819.01
Ethereum,1/26/2022,1/27/2022,2459.684045,2706.0679,2417.304967,2468.201022,21633409863.11,300580462488.26
Ethereum,1/25/2022,1/26/2022,2444.3887,2500.2778,2360.471554,2464.105799,29708526609.84,289439961460.84
Ethereum,1/24/2022,1/25/2022,2542.4014,2542.4014,2175.520133,2448.138,24891950019.56,282734341622.71
Ethereum,1/23/2022,1/24/2022,2411.954763,2547.271343,2384.2653,2536.3249,27362524849.78,293446356443.95
Ethereum,1/22/2022,1/23/2022,2573.6066,2622.087238,2332.1483,2406.109565,37481679800.39,294846864361.74
Ethereum,1/21/2022,1/22/2022,3010.655837,3032.107989,2529.479724,2552.5915,26722596512.00,336919136786.53
Ethereum,1/20/2022,1/21/2022,3099.29253,3269.945702,3013.742768,3013.742768,16122431587.56,376541975390.84
Ethereum,1/19/2022,1/20/2022,3171.3412,3179.175619,3059.9144,3100.98764,17881558800.95,372575667613.02
Ethereum,1/18/2022,1/19/2022,3219.258878,3242.991,3100.948887,3168.5187,16272064177.78,377737630532.74
Ethereum,1/17/2022,1/18/2022,3351.399314,3356.418118,3156.926754,3214.910372,14173655228.44,388767509715.99
Ethereum,1/16/2022,1/17/2022,3331.375193,3378.9543,3292.9095,3354.693115,12274577792.00,397500373926.85
Ethereum,1/15/2022,1/16/2022,3312.161663,3367.66612,3280.94413,3331.834267,15214683509.33,396645693303.36
Ethereum,1/14/2022,1/15/2022,3245.7687,3334.329197,3202.7613,3314.714162,19039040515.56,390370373247.91
Ethereum,1/13/2022,1/14/2022,3373.8813,3409.041571,3248.202399,3256.1415,22032964476.44,396581487216.73
Ethereum,1/12/2022,1/13/2022,3239.9182,3409.9251,3215.343755,3374.3038,22110662012.44,393437328160.19
Ethereum,1/11/2022,1/12/2022,3087.9618,3258.216494,3063.217913,3238.0088,25028994711.64,375498413358.39
Ethereum,1/10/2022,1/11/2022,3159.754601,3188.1384,2956.975723,3085.3671,23895435747.56,370221733938.75
Ethereum,1/9/2022,1/10/2022,3096.00773,3215.334031,3081.716363,3164.409305,25730508117.33,374386539808.87
Ethereum,1/8/2022,1/9/2022,3201.9761,3246.629484,3023.8653,3099.625501,29076178126.22,378092197372.59
Ethereum,1/7/2022,1/8/2022,3418.008118,3419.45503,3117.951175,3197.2259,31764463352.89,385410870936.86
Ethereum,1/6/2022,1/7/2022,3554.2026,3554.4911,3323.8636,3419.993783,33165849173.33,409263796091.32
Ethereum,1/5/2022,1/6/2022,3796.654582,3849.9841,3454.7647,3563.1909,22750588508.44,448668527035.33
Ethereum,1/4/2022,1/5/2022,3771.4726,3888.932141,3731.840156,3797.755382,21877374442.67,452461871672.89
Ethereum,1/3/2022,1/4/2022,3838.5395,3847.9775,3701.319266,3770.2317,16383773891.56,452052040715.27
Ethereum,1/2/2022,1/3/2022,3777.2303,3850.0803,3738.1076,3839.8139,12081725038.22,449902546900.97
Ethereum,1/1/2022,1/2/2022,3685.986363,3785.075067,3685.986363,3773.5834,15838957063.11,445142658771.22
Ethereum,12/31/2021,1/1/2022,3721.8755,3821.7261,3644.590367,3691.611156,16844827160.89,446016606895.14
Ethereum,12/30/2021,12/31/2021,3640.373261,3774.378774,3620.622805,3724.1063,23603716035.56,441901636086.43
Ethereum,12/29/2021,12/30/2021,3808.7489,3836.195189,3634.019303,3639.101876,20503962392.89,450262973409.69
Ethereum,12/28/2021,12/29/2021,4044.256508,4044.256508,3788.353454,3814.2797,19605723971.56,464303561207.79
Ethereum,12/27/2021,12/28/2021,4071.642379,4128.6383,4042.1039,4044.835106,14068084000.00,485130867631.59
Ethereum,12/26/2021,12/27/2021,4099.685282,4105.3506,4020.0622,4076.411442,14905552739.56,482835685601.65
Ethereum,12/25/2021,12/26/2021,4049.1365,4134.1729,4039.6481,4109.646471,15636280544.00,484025892661.45
Ethereum,12/24/2021,12/25/2021,4112.805045,4134.710727,4042.036939,4048.6063,21211889521.78,486787818660.18
Ethereum,12/23/2021,12/24/2021,3984.6046,4149.494506,3908.535862,4110.144168,22592386496.00,474713740885.26
Ethereum,12/22/2021,12/23/2021,4023.0643,4071.359146,3953.1992,3988.063927,20454123953.78,477606869300.33
Ethereum,12/21/2021,12/22/2021,3939.558289,4057.832068,3922.34932,4027.1658,28618196096.00,475804903326.75
Ethereum,12/20/2021,12/21/2021,3927.116629,3971.772178,3774.411671,3936.136324,26250691868.44,458973596640.29
Ethereum,12/19/2021,12/20/2021,3963.925808,4018.2439,3899.835934,3924.8675,23808039570.80,468957394085.86
Ethereum,12/18/2021,12/19/2021,3880.897521,3987.5375,3784.485103,3961.200251,38068638994.03,465802251071.47
Ethereum,12/17/2021,12/18/2021,3965.1851,3992.7539,3723.238267,3889.818698,34426731072.00,462347587408.38
Ethereum,12/16/2021,12/17/2021,4019.2212,4104.889911,3968.8079,3973.235,38004166243.56,479369223916.67
Ethereum,12/15/2021,12/16/2021,3867.637877,4079.183914,3681.0649,4012.8137,30124147328.00,459419803027.26
Ethereum,12/14/2021,12/15/2021,3792.8126,3880.333305,3704.8133,3867.81731,35363992001.56,451420262693.73
Ethereum,12/13/2021,12/14/2021,4138.943628,4143.792754,3694.3441,3793.5513,28397948935.24,467182948163.71
Ethereum,12/12/2021,12/13/2021,4085.729265,4175.85855,4005.647433,4140.566284,31766340003.56,483666765652.29
Ethereum,12/11/2021,12/12/2021,3910.7981,4095.695082,3859.8901,4091.655288,47587895793.78,477743280662.73
Ethereum,12/10/2021,12/11/2021,4129.37257,4219.469859,3918.3373,3918.3373,47781683513.98,484912277876.63
Ethereum,12/9/2021,12/10/2021,4439.345954,4473.078774,4090.570449,4153.464244,45092418503.11,508923356862.27
Ethereum,12/8/2021,12/9/2021,4310.244505,4450.646782,4240.4096,4436.876579,43043314076.44,517097885881.38
Ethereum,12/7/2021,12/8/2021,4358.190658,4422.8824,4273.3958,4306.102213,53119410176.00,516486410496.33
Ethereum,12/6/2021,12/7/2021,4200.7952,4364.452882,3953.6514,4348.484879,52471101454.22,490986560423.10
Ethereum,12/5/2021,12/6/2021,4120.112139,4243.921291,4054.031,4192.6384,45377214535.11,493922850663.46
Ethereum,12/4/2021,12/5/2021,4229.8035,4238.4659,3642.6823,4097.563825,66819603939.56,477093961474.78
Ethereum,12/3/2021,12/4/2021,4522.420618,4643.006075,4126.377117,4248.6659,35657670385.78,529960591517.77
Ethereum,12/2/2021,12/3/2021,4590.6256,4624.227941,4458.617,4520.325577,39617597980.44,538745993422.54
Ethereum,12/1/2021,12/2/2021,4637.115751,4769.294092,4543.111175,4586.9631,53583852202.67,556435612197.61
Ethereum,11/30/2021,12/1/2021,4448.375063,4721.5876,4363.3249,4641.645684,44349213511.11,538577176957.65
Ethereum,11/29/2021,11/30/2021,4298.53108,4460.0291,4297.3593,4452.264132,41952501048.89,517299622320.97
Ethereum,11/28/2021,11/29/2021,4099.295458,4300.929188,4007.493924,4300.929188,35456327388.44,485625557108.41
Ethereum,11/27/2021,11/28/2021,4042.297963,4184.982233,4042.297963,4082.366358,45184787050.67,489113105108.65
Ethereum,11/26/2021,11/27/2021,4524.33246,4544.871351,3946.249774,4048.131896,49447816746.67,498984137167.26
Ethereum,11/25/2021,11/26/2021,4276.9243,4550.477719,4263.4167,4525.307418,35422437674.67,521717529111.20
Ethereum,11/24/2021,11/25/2021,4345.398588,4373.9907,4186.99567,4267.1911,32144551872.00,505994321914.98
Ethereum,11/23/2021,11/24/2021,4098.833946,4387.332044,4077.5573,4355.124817,33298571313.78,500449652670.46
Ethereum,11/22/2021,11/23/2021,4280.027888,4300.1512,4050.193966,4105.1047,25889685009.90,496114950103.47
Ethereum,11/21/2021,11/22/2021,4417.183082,4418.946412,4284.63677,4284.63677,20657591516.44,516625645121.83
Ethereum,11/20/2021,11/21/2021,4300.913881,4436.529986,4227.782145,4422.128531,23245987662.22,511810301053.69
Ethereum,11/19/2021,11/20/2021,4006.803096,4307.1171,3998.3392,4294.152739,34323611555.56,493348196002.01
Ethereum,11/18/2021,11/19/2021,4291.5766,4343.11552,3973.6198,3995.3938,28548142542.22,494855807713.33
Ethereum,11/17/2021,11/18/2021,4222.071862,4292.0509,4106.563,4292.0509,34832910080.00,498078106078.68
Ethereum,11/16/2021,11/17/2021,4571.8677,4571.8677,4155.1316,4230.1812,38229605532.44,510419922979.23
Ethereum,11/15/2021,11/16/2021,4634.11355,4770.2824,4555.681322,4575.842253,22289251496.28,552895704459.39
